Bindeglied zu Hausverwaltung;Name;Adresse;Ort;PLZ;EU-Kunde;Name 5;Leistungszeitraum;Kopftext
Faltl;Josefstädterstraße 52;;Wien;1080;8;5;;Zach   Josef   Wolfgang    
Top 3;Josefstädterstraße 64;;Wien;1080;8;5;; TIH Immo GmbH   
NV;Josefstädterstraße 75-77;;Wien;1090;9;nz;;Niederösterreichische Versicherung AG    
;Josefstädterstraße 76;;Wien;1080;8;nz;;Klemens Hallmann Immobilien-Holding GmbH    
Buwog FM;Josefstädterstraße 78;;Wien;1080;8;5;;IMMOFINANZ Alpha  Immobilien Vermietungs- Gesellschaft m.b.H.   
Örag;Josefstädterstraße 79;;Wien;1080;8;10;; Wüstenrot Versicherungs-AG   
IMV;Juchgasse 6;;Wien;1030;3;05 11;;"""Objekt Juchgasse 6"" LBV Liegenschaftsverwaltung GmbH & Co KEG   "
ÖVW-M;Juchgasse 7;;Wien;1030;3;nz;;" ""Österreichisches Volkswohnungswerk"" z.H. Juchgasse 7 1030 Wien"
ÖVW-M;Juchgasse 9;;Wien;1030;3;nz;;" ""Österreichisches Volkswohnungswerk"" z.H. Juchgasse 9 1030 Wien"
Sabo;Kaasgrabengasse 4;;Wien;1190;19;04 10;;WEG Kaasgrabengasse 4    
IMV;Kaasgrabengasse 52/Paul-Ehrlich-Gasse 12;;Wien;1190;19;10;Hr. Jankowitch, 0676/4980131; WEG Kaasgrabengasse 52   
IMV;Kaasgrabengasse 6;;Wien;1190;19;5;;WALTER IMMO-REAL LKW Walter AG & Co OHG    
IMV;Kahlenberger Straße 1B;;Wien;1190;19;5;;WEG Kahlenberger Straße 1B    
IMV;Kahlenberger Straße 1B Glasreinigung;;Wien;1190;19;10;;WEG Kahlenberger Straße 1B    
IMV;Kahlenberger Straße 1C;;Wien;1190;19;5;;WEG Kahlenberger Straße 1C    
IMV;Kahlenberger Straße 1C Glasreinigung;;Wien;1190;19;10;;WEG Kahlenberger Straße 1C    
IMV;Kahlenberger Straße 1D;;Wien;1190;19;5;;WEG Kahlenberger Straße 1D    
IMV;Kahlenberger Straße 1D Glasreinigung;;Wien;1190;19;10;;WEG Kahlenberger Straße 1D    
IMV;Kahlenberger Straße 1E;;Wien;1190;19;5;;Dr. Georg Walland    
IMV;Kahlenberger Straße 1E Glasreinigung;;Wien;1190;19;10;;Dr. Georg Walland    
Sabo;Kahlenberger Straße 1F;;Wien;1190;19;nz;;STF Immobilienhandels GmbH & Co OG  Kahlenbergerstraße 1F 1190 Wien
IMV;Kahlenberger Straße 1G;;Wien;1190;19;5;;MEG Kahlenberger Straße 1G    
F&P;Kainzgasse 19;;Wien;1170;17;nz;; Premium Kainzgasse 19 GmbH und CO KG   
Schönere Zukunft;Kainzgasse 4/Lascygasse 9;;Wien;1170;17;7;Hr. Tornjeskovic, 01/4866598; WEG 1170 Wien, Kainzgasse 4   
Schmid;Kaiser Franz Ring 40;;Baden;2500;0;04 10;; Hi des Hauses Kaiser Franz Ring 40 2500 Baden
IMV;Kaiserin Elisabethstraße 7-9;;Maria Enzersdorf;2344;;11;Hr. Zürüsch, 06763507962; WEG Kaiserin Elisabeth Straße 5-9   
Santner;Kaiserstraße 14;;Wien;1070;7;nz;Nein, ;IMMOFINANZ Ismene Immobilien Vermietungs- gesellschaft m.b.H   
Santner;Kaiserstraße 16;;Wien;1070;7;nz;Nein, ;NOVOREAL Immobilieninvest AG 7., Kaiserstraße 16   
Santner;Kaiserstraße 18/Stollgasse 5a;;Wien;1070;7;nz;Nein, ;    
Schönere Zukunft;Kaiserstraße 25 Stiege 1+2;;Zistersdorf;2225;;nz;Fr. Petzl Stiege 4, 02532/2850;WEG  Kaiserstraße 25/1+2 2225 Zistersdorf
Schönere Zukunft;Kaiserstraße 25 Stiege 3-5;;Zistersdorf;2225;;nz;Fr. Petzl Stiege 4, 02532/2850;WEG  Kaiserstraße 25/3-5 2225 Zistersdorf
IMV;Kaiserstraße 26;;Wien;1070;7;3;Nein, ;WEG Kaiserstraße 26 ATU66136006   
Buwog FM;Kaiserstraße 44-46;;Wien;1070;7;8;;SITUS L Liegenschafts Vermietungs GmbH & Co Kaiserstraße 44-46 KEG   
Buwog FM;Kaiserstraße 57-59/Kandlgasse 35;;Wien;1070;7;3;Nein, ;Aedifcio Liegenschaftsvermietungs- und Beteiligungs GesmbH & Co. Kaiserstraße 57-59 KEG   
IMV;Kaiserstraße 68;;Wien;1070;7;4;;Walter Immo-Real LKW WALTER AG & Co OHG    
IMV;Kaiserstraße 81;;Wien;1070;7;4;;ESI Immobilienentwicklungs GmbH    
IMV;Kaiserstraße 84;;Wien;1070;7;nz;Nein, ;Hausinhabung Kaiserstraße 84   
IMV;Kalvarienberggasse 25;;Wien;1170;17;4;;MEG Kalvarienberggasse 25    
Arealis;Kalvarienberggasse 57;;Wien;1170;17;7;; An die Hausinhabung des Hauses Kalvarienberggasse 57 1170 Wien
IMV;Kalvarienberggasse 74;;Wien;1170;17;9;; Klaus Ebner   
IMV;Kandlgasse 17;;Wien;1070;7;04 10;Nein, ; WEG Kandlgasse 17   
Arealis;Kandlgasse 18;;Wien;1070;7;6;;An die Hausinhabung des Hauses  Kandlgasse 18 1070 Wien
Arealis;Kandlgasse 19-21;;Wien;1070;7;8;Fr. Ilic, ;An die Hausinhabung des Hauses  Kandlgasse 19-21 1070 Wien
Schmid;Kandlgasse 3;;Wien;1070;7;05 11;; HI des Hauses Kandlgasse 3 1070 Wien
Arealis;Kandlgasse 37;;Wien;1070;7;8;;An die Hausinhabung des Hauses  Kandlgasse 37 1070 Wien
;Kanitzgasse 32;;Wien;1230;23;nz;;    
Steinbrecher;Karajangasse 13;;Wien;1200;20;11;;An die Hausinhabung des Hauses  Karajangasse 13 1200 Wien
Resag Home;Karajangasse 17;;Wien;1200;20;11;;WEG des Hauses  Karajangasse 17 1200 Wien
Schönere Zukunft1;Karl Domaniggasse 2-4;;Klosterneuburg;3400;;nz;Nein, ;    
Leitner;Karl Friedrichgasse 15;;Münchendorf;2482;0;10;;    
IMV;Karl Löwe Gasse 8;;Wien;1120;12;7;;ESI Immobilienentwicklungs GmbH    
Schönere Zukunft1;Karl Müllerstraße 3;;Schrems;3943;0;nz;;    
;Karl Peyfußplatz 7;;Maria Enzersdorf;;0;11;;    
Buwog FM;Karlsplatz 1;;Wien;1010;1;3;Stiege 2 Tür 16, 01/5040091;Immofinanz Enodia Realitäten Vermietungs GmbH    
Resag Home;Karmeliterplatz 3;;Wien;1020;2;6;; HI des Hauses Karmeliterplatz 3 1020 Wien
Palmers;Kärntnerstraße 49/Walfischgasse;;Wien;1010;1;6;;P Beteiligungs GmbH  Kärntnerstraße 49 1010 Wien
IS Immobilien;Karolinengasse 12/Mommsengasse 11;;Wien;1040;4;10;;HG 04., Karolinengasse 12/Monnseng. 11    
Resag Home;Kaschlgasse 1;;Wien;1200;20;5;; HI des Hauses Kaschlgasse 1 1200 Wien
Horvath;Kastnergasse 9;;Wien;1170;17;nz;; An die HI Kastnergasse 9 1170 Wien
Resag Home;Kauergasse 10;;Wien;1150;15;3;; WEG Kauergasse 10 1150 Wien
IMV;Kauerhof 1+2/Ullmannstraße 29 Glas;;Wien;1150;15;03 09;;Premium Projektverwaltung GmbH & Kauerhof 1+2 KEG    
IMV;Kauerhof 1+2/Ullmannstraße 29 Rinnen;;Wien;1150;15;4;;Premium Projektverwaltung GmbH & Kauerhof 1+2 KEG    
PCC;Kaulbachstraße 2;;Wien;1120;12;11;;    
IMV;Kefergasse 24;;Wien;1140;14;6;Nein, ; WEG Kefergasse 24   
IS Immobilien;Keinergasse 13;;Wien;1030;3;11;; Miteigentümergemeinschaft Keinergasse 13 1030 Wien
IMV;Keinergasse 31;;Wien;1030;3;05 11;;Premium Keinergasse 31 GmbH & Co KEG   
Resag Home;Keinergasse 4/Hainburgerstraße 39;;Wien;1030;3;3;; WEG Keinergasse 4/Hainburgerstraße 39 1030 Wien
Resag Home;Kellermanngasse 8;;Wien;1070;7;nz;; HI des Hauses Kellermanngasse 8 1070 Wien
Resag Home;Kenyongasse 21;;Wien;1070;7;nz;;An die Hausinhabung  Kenyongasse 21 1070 Wien
Arealis;Keplerplatz 14;;Wien;1100;10;7;; An die WEG Keplerplatz 14 1100 Wien
Schönere Zukunft;Kerenstraße 6-6h;;St. Pölten;3100;;nz;Schmautz Renate, 02742/360308;WEG  Kerenstraße 6-6h 3100 St. Pölten
Resag Home;Kettenbrückengasse 23;;Wien;1040;4;nz;;An die HI des Hauses 1050 Wien, Kettenbrückengasse 23   
IMV;Ketzergasse 25;;Wien;1230;23;05 11;Nein, ; WEG Ketzergasse 25   
Arealis;Ketzergasse 6-8;;Wien;1230;23;7;; An die Hausinhabung des Hauses Ketzergasse 6-8 1230 Wien
Neues Leben;Khekgasse 39;;Wien;1230;23;04 10;;An die WEG des Hauses  Khekgasse 39 1230 Wien
Handl;Khekgasse 8;;Wien;1230;23;05 11;;    
Schönere Zukunft1;Kirchberg/Walde 7;;Kirchberg/Walde;3932;0;6;;    
Santner;Kirchberggasse 26;;Wien;1070;7;3;Nein, ;KSV1870 Holding AG    
IS Immobilien;Kirchengasse 11;;Wien;1070;7;8;; Miteigentümergemeinschaft Kirchengasse 11 1070 Wien
IMV;Kirchengasse 1A;;Wien;1070;7;10;;Bank Austria Real Invest Immobilien Kapitalanlage GmbH ATU56650859   
Schönere Zukunft;Kirchenweg 13;;St. Andrä-Wördern;3423;0;3;; WEG des Hauses Kirchenweg 13 3423 St. Andrä-Wördern
Prybil;Kirchenweg 6;;Fischamend;2401;0;nz;;    
IMMO Contract;Kirchstetterngasse 6;;Wien;1160;16;nz;; Miteigentümergemeinschaft Kirchstetterngasse 6 1160 Wien
Resag Home;Klausgasse 30-32/Kreitnergasse 29-33;;Wien;1160;16;8;; HI des Hauses Klausgasse 30-32/Kreitnergasse 29-33 1160 Wien
Schönere Zukunft1;Kleinbergstraße 431;;Ludwigsdorf;3311;;nz;Nein, ;    
Schönere Zukunft1;Kleinbergstraße 432-433 Stg. 2-3;;Zeillern-Ludwigsdorf;3311;;nz;Nein, ;    
Schönere Zukunft1;Kleinbergstraße 433;;Ludwigsdorf;3311;;nz;Nein, ;    
Schiansky;Kleine Pfarrgasse 31;;Wien;1020;2;4;; WEG Kleine Pfarrgasse 31 1020 Wien
Schmid;Klimschgasse 14;;Wien;1030;3;04 10 ;; HI des Hauses Klimschgasse 14 1030 Wien
Danhel;Klitschgasse 24;;Wien;1130;13;5;;    
IVB;Klitschgasse 40/Maygasse 50;;Wien;1130;13;nz;Hr. Lekic, 0664/4144365;WEG  Klischgasse 40/Maygasse 50 1130 Wien
HV Zickler;Klostergasse 12;;Wien;1180;18;nz;;WEG 18. Klostergasse 12    
Siegel;Klostergasse 15;;Mödling;2340;0;nz;Nein, ;Hausinhabung  Klostergasse 15 2340 Mödling
ONLINE;Klostergasse 19;;Wien;1180;18;nz;;Hausinhabung  Klostergasse 19 1180 Wien
Schauersberg;Klostergasse 9;;Wien;1180;18;nz;Nein, ;MM-Immobilien GmbH    
Zeilner;Knebelsbergergasse 3-7;;Klosterneuburg;3400;0;6;; HI des Hauses Knebelsbergergasse 3-7 3400 Klosterneuburg
IMV;Knöllgasse 45;;Wien;1100;10;7;; PREMIUM Knöllgasse 45 GmbH & Co KG   
Semelmayer;Knöllgasse 55;;Wien;1100;10;3;;WEG 10., Knöllg. 55    
Resag Home;Kochgasse 22;;Wien;1080;8;8;; WEG des Hauses Kochgasse 22 1080 Wien
Schneeweiss;Kochgasse 7/Mölkergasse 1;;Wien;1080;8;5;Nein, ;An die Hausinhabung des Hauses Kochgasse 7/Mölkergasse 1 1080 Wien
Neues Leben;Kögelngasse 12;;Wien;1130;13;11;;An die WEG des Hauses  Kögelngasse 12 1130 Wien
Argos;Kohlgasse 39;;Wien;1050;5;03 06 09 11;;HI des Hauses  Kohlgasse 39 1050 Wien
IMV;Kohlgasse 47;;Wien;1050;5;10;; WEG Kohlgasse 47   
Arealis;Kolbegasse 66;;Wien;1230;23;7;; An die Hausinhabung des Hauses Kolbegasse 66 1230 Wien
Arealis;Kolingasse 20;;Wien;1090;9;6;Fr. Zujie, 01/3179350; An die Hausinhabung des Hauses Kolingasse 20 1090 Wien
EBG;Kollonitschgasse 14;;Wr. Neustadt;2700;0;nz;; Wohnungseigentümergemeinschaft Kollonitschgasse 14 2700 Wr. Neustadt
IMVT;Kolonitzgasse 2a;;Wien;1030;3;05 11;;Semper Constantia Immo Invest GmbH    
Resag Home;Königsklostergasse 3;;Wien;1060;6;nz;; HI des Hauses Königsklostergasse 3 1060 Wien
Schönere Zukunft1;Königstetterstraße 48-56/1,2,3,4,5;;Tulln;3430;;9;Radovanovic Vesna, 02272/81778;An die Wohnungseigentümergemeinschaft Königstetterstraße 48-56 3430 Tulln
ÖVW-M;Koschatgasse 48-50;;Wien;1190;19;nz;;" ""Österreichisches Volkswohnungswerk"" z.H. Koschatgasse 48-50 1190 Wien"
Brande;Kramergasse 9;;Wien;1010;1;nz;; Hausinhabung des Hauses Kramergasse 9 1010 Wien
Resag Home;Krausegasse 5;;Wien;1110;11;8;; HI des Hauses Krausegasse 5 1110 Wien
Resag Home;Krebsgartengasse 10;;Wien;1150;15;nz;; HI des Hauses Krebsgartengasse 10 1150 Wien
;Kreutzergasse 11-13;;Klosterneuburg;3400;0;nz;; HI des Hauses Kreutzergasse 11-13 3400 Klosterneuburg
Hörtlehner;Kreuzgasse 18;;Wien;1180;18;nz;;HI des Hauses  Kreuzgasse 18 1180 Wien
IS Immobilien;Kreuzgasse 23;;Wien;1180;18;6;;MEG         ATU60903437  Kreuzgasse 23 1180 Wien
Schauersberg;Kreuzgasse 48;;Wien;1180;18;nz;Nein, ;MM-Immobilien-Invest GmbH    
Schauersberg;Kreuzgasse 50;;Wien;1180;18;nz;Nein, ; MM Immobilien Invest GmbH   
IS Immobilien;Kreuzgasse 58;;Wien;1180;18;6;;MEG             ATU58587844  Kreuzgasse 58 1180 Wien
IMV;Kreuzgasse 6;;Wien;1180;18;4;Nein, ;Wohnhaussanierung u. Vermietung LBV Liegenschaftsverwaltungs GmbH & Co KEG   
IS Immobilien;Kreuzgasse 60;;Wien;1180;18;6;;ATU66437536 EG 18, Kreuzgasse 60   
IS Immobilien;Kreuzgasse 68;;Wien;1180;18;6;;MEG           ATU58800925  Kreuzgasse 68 1180 Wien
ONLINE;Kreuzgasse 70;;Wien;1180;18;6;; WEG Kreuzgasse 70 1180 Wien
Arealis;Kreuzgasse 76;;Wien;1180;18;7;; An die Hausinhabung des Hauses Kreuzgasse 76 1180 Wien
Resag Home;Krimhildplatz 6;;Wien;1150;15;03 06 09 11;;Hi des Hauses  Krimhildplatz 6 1150 Wien
Resag Home;Krimhildplatz 7;;Wien;1150;15;03 06 09 11;;Hi des Hauses  Krimhildplatz 7 1150 Wien
Arealis;Krongasse 19;;Wien;1050;5;7;; An die Hausinhabung des Hauses Krongasse 19 1050 Wien
ÖVW-M;Krottenbachstraße 139-143;;Wien;1190;19;nz;;" ""Österreichisches Volkswohnungswerk"" z.H. Krottenbachstraße 139-143 1190 Wien"
Diverse;Krottenbachstraße 153;;Wien;1190;19;03 06 11;;    
Gin;Krottenbachstraße 249;;Wien;1190;19;11;Fr. Brandstätter, 01/4404067;    
Arealis;Krugerstraße 4;;Wien;1010;1;6;; An die Hausinhabung des Hauses Krugerstraße 4 1010 Wien
Resag Home;Krugerstraße 5;;Wien;1010;1;nz;; HI des Hauses Krugerstraße 5 1010 Wien
Resag Home;Kübeckgasse 18;;Wien;1030;3;8;; HI des Hauses Kübeckgase 18 1030 Wien
Arealis;Kudlichgasse 48-50;;Wien;1100;10;7;; An die Hausinhabung des Hauses Kudlichgasse 48-50 1100 Wien
Projekt;Kuefsteingasse 15-19;;Wien;1140;14;11;;Kuefsteingasse 15 Projektentwicklungs GmbH FN 380074 h Ludwig-Gruber-Weg 15 1190 Wien
Premium;Kulmgasse 37;;Wien;1170;17;nz;;Premium Kulmgasse 37 GmbH & Co KG ATU62580549   
Schauersberg;Kumpfgasse 3;;Wien;1010;1;nz;;MM Immobilien Invest GmbH    
Resag Home;Kundmanngasse 11;;Wien;1030;3;3;; WEG Kundmanngasse 11 1030 Wien
Resag Home;Kundmanngasse 5;;Wien;1030;3;6;; HI des Hauses Kundmanngasse 5 1030 Wien
IMV;Kurrentgasse 4;;Wien;1010;1;6;; PREMIUM Kurrentgasse 4 GmbH & Co KG   
Sabo;Kutschkergasse 16;;Wien;1180;18;nz;Nein, ;Dr. Karl Petrikovics    
IS Immobilien;Lacknergasse 62;;Wien;1170;17;8;; HI des Hauses Lacknergasse 62 1170 Wien
IMV;Lacknergasse 67;;Wien;1180;18;3;Nein, ;Objekt Lacknergasse 67 LBV Liegenschaftsbereitstellungs. u. Verwertungs Gmbh & Co KEG   
IS Immobilien;Lacknergasse 9;;Wien;1170;17;3;; Wohnungseigentümergemeinschaft   
Neues Leben;Lafitegasse 28-30;;Wien;1130;13;11;;An die WEG des Hauses  Lafitegasse 28-30 1130 Wien
Arealis;Lagergasse 3;;Wien;1030;3;8;;An die Hausinhabung des Hauses  Lagergasse 3 1030 Wien
Gin;Laimäckergasse 15;;Wien;1100;10;11;Fr. Dobler, 0664/5147939;    
Buwog FM;Lainzer Straße 145;;Wien;1130;13;9;;Reviva Immobilien AG    
Architekt DI Hein;Lainzer Straße 45;;Wien;1130;13;nz;; MTU - Privatstiftung Eißlergasse 26 1130 Wien
HV Frieden;Lainzer Straße 94;;Wien;1130;13;05 11;Fr. Markowitz, 0664/8927627; WEG Lainzer Straße 94 1130 Wien
Resag Home;Lainzerstraße 80;;Wien;1130;13;nz;;HI des Hauses  Lainzerstraße 80 1130 Wien
Örag;Lainzerstraße 84;;Wien;1130;13;11;;Wüstenrot Versicherungs AG    
IMV;Lainzerstraße 8a/Kirchmeyergasse;;Wien;1130;13;03 07 11;Nein, ; Gerot Lannach Holding GmbH   
;Lambrechtgasse 15;;Wien;1040;4;nz;; WEG Lambrechtgasse 15 1040 Wien
Argos;Lambrechtgasse 3;;Wien;1040;4;04 10;; HI des Hauses Lambrechtgasse 3 1040 Wien
Buwog FM;Landstraße 66;;Linz;4020;0;9;;HFH Immo GmbH & Co KG / Hans Lieb    
ONLINE;Landstraßer Hauptstraße 104;;Wien;1030;3;6;;Palmers AG    
IMV;Landstraßer Hauptstraße 112;;Wien;1030;3;05 11;; WEG Landstraßer Hauptstraße 112   
IMV;Landstraßer Hauptstraße 112 Rigole;;Wien;1030;3;03 07 11;;ATU63402856 WEG Landstraßer Hauptstraße 112   
IS Immobilien;Landstraßer Hauptstraße 114;;Wien;1030;3;05 11;; MEG Landstraßer Hauptstraße 114 1030 Wien
Örag;Landstraßer Hauptstraße 123;;Wien;1030;3;nz;;Wüstenrot Versicherungs AG    
IMV;Landstraßer Hauptstraße 14-16;;Wien;1030;3;7;Ja, ;Medienprojekte und Beteiligung GmbH    
ONLINE;Landstraßer Hauptstraße 143;;Wien;1030;3;nz;; Palmers AG   
ONLINE;Landstraßer Hauptstraße 30;;Wien;1030;3;6;;Palmers AG    
Arealis;Landstraßer Hauptstraße 31;;Wien;1030;3;10;Ja, ;An die Hausinhabung des Hauses  Landstraßer Hauptstraße 31 1030 Wien
ONLINE;Landstraßer Hauptstraße 37;;Wien;1030;3;05 11;;WEG  Landstraßer Hauptstraße 37 1030 Wien
Buwog FM;Landstraßer Hauptstraße 64;;Wien;1030;3;05 11;;Reviva Immobilien AG    
Arealis;Landstraßer Hauptstraße 71;;Wien;1030;3;6;;ATU36837900 Wiener Städtische Versicherung   
IS Immobilien;Landstraßer Hauptstraße 73;;Wien;1030;3;6;;MEG 1030 Wien, Landstraßer Hauptstraße 73    
Örag;Landstraßer Hauptstraße 97-101;;Wien;1030;3;nz;; CA Immo Galleria Liegenschaftsverwaltung GmbH   
;Langackergasse 37;;Wien;1190;19;6;;    
Arealis;Lange Gasse 61;;Wien;1080;8;7;Fr. Maria, 0688/9231133; An die Hausinhabung des Hauses Lange Gasse 61 1080 Wien
Resag Home;Langegasse 15;;Wien;1080;8;3;; WEG Langegasse 15 1080 Wien
DER;Langenloiserstraße 29;;Krems;3500;;6;;WEG  Langenloiserstraße 29 3500 Krems
Schönere Zukunft;Langstögergasse 17/Albrechtstraße;;Klosterneuburg;3400;;9;Attensam, ;WEG 3400 Klosterneuburg, Langstögergasse 17    
Zak;Lannerstraße 14;;Wien;1190;19;nz;;    
Buwog FM;Lassallestraße 26;;Wien;1020;2;9;;Reviva Immobilien AG    
Grigkar;Laudongasse 12;;Wien;1080;8;5;Fr. Peric, 01/9233813;Hausinhabung 1080, Laudongasse 12    
Palmers;Laudongasse 18;;Wien;1080;8;5;Fr. Pernaschek, 0664/9179772;    
Arealis;Laudongasse 20;;Wien;1080;8;9;Maria, 0688/9231133;An die Hausinhabung des Hauses  Laudongasse 20 1080 Wien
Arealis;Laudongasse 22;;Wien;1080;8;9;Maria, 0688/9231133;ATU36837900 Wiener Städtische Versicherung   
IS Immobilien;Laudongasse 34 Altteil;;Wien;1080;8;7;; Wohnungseigentümergemeinschaft Laudongasse 34 1080 Wien
IS Immobilien;Laudongasse 34 Neuteil;;Wien;1080;8;7;; Eigentümergemeinschaft Laudongasse 34 1080 Wien
IMV;Laudongasse 47;;Wien;1080;8;03 09;Nein, ; WEG Laudongasse 47   
IS Immobilien;Laudongasse 5;;Wien;1090;9;11;; MEG 8., Laudongasse 5   
IMV;Laudongasse 58;;Wien;1080;8;7;Nein, ; PREMIUM Laudongasse 58 GmbH & Co KG   
Resag Business;Laudongasse 59;;Wien;1080;8;7;Nein, ;MEG des Hauses  Laudongasse 59 1080 Wien
IMV;Laurenzgasse 3;;Wien;1050;5;7;;Miteigentümergemeinschaft 1050 Wien, Laurenzgasse 3   
Energeia;Laxenburger Straße 88;;Wien;1100;10;9;;WEG des Hauses  Laxenburger Straße 88 1100 Wien
ONLINE;Lazarettgasse 15;;Wien;1080;8;6;;WEG  Lazarettgasse 15 1080 Wien
IMV;Lazarettgasse 31;;Wien;1090;9;04 10;;WEG Lazarettgasse 31    
ÖVW-M;Lebnergasse 1;;Wien;1210;21;nz;;" ""Österreichisches Volkswohnungswerk"" z.H. Lebnergasse 1 1210 Wien"
Energeia;Leegasse 4;;Wien;1140;14;9;;WEG des Hauses  Leegasse 4 1140 Wien
IMMO Contract;Leegasse 5;;Wien;1140;14;nz;;Hausinhabung    
Resag Business;Leegasse 6;;Wien;1140;14;nz;; HI des Hauses Leegasse 6 1140 Wien
ONLINE;Lehargasse 11;;Wien;1060;6;6;Fr. Cerncec, 0699/19412320; Palmers AG   
ONLINE;Lehargasse 11 Lichthofrinne;;Wien;1060;6;11;;    
Resag Home;Lehargasse 13;;Wien;1060;6;3;; WEG Lehargasse 13 1060 Wien
ONLINE;Lehargasse 9;;Wien;1060;6;6;Fr. Cerncec, 0699/19412320; Palmers AG   
Sabo;Leitermayergasse 50;;Wien;1180;18;nz;Nein, ;ATU62399577 An die Eigentümer der Liegenschaft Leitermayergasse 50 1180 Wien
Resag Business;Lemböckgasse 6-8;;Wien;1230;23;4;; An die Miteigentümergemeinschaft Lemböckgasse 6-8 1230 Wien
Schönere Zukunft1;Leobendorferstraße 48;;Korneuburg;2100;0;nz;;    
Clean;Leobendorferstraße 89;;Unterrohrbach;2105;0;nz;;    
Resag Home;Leonhardgasse 3-5;;Wien;1030;3;nz;;HI des Hauses Leonhardgasse 3-5, 1030 Wien   
Schönere Zukunft1;Leopold Weinmayerstraße 19;;Klosterneuburg;3400;0;5;;    
ÖVW-M;Leopoldauer Straße 19;;Wien;1210;21;nz;;" ""Österreichisches Volkswohnungswerk"" z.H. Leopoldauer Straße 19 1210 Wien"
IMV;Leopoldauerstraße 166-168;;Wien;1210;21;7;;WEG Leopoldauerstraße 166-168    
IMV;Leopoldauerstraße 166-168/Viehtriftgasse 2;;Wien;1210;21;7;Attensam, ;WEG Viehtriftgasse 2/ Leopoldauerstraße 166-168    
Resag Home;Leopold-Ernst-Gasse 15;;Wien;1170;17;6;; HI des Hauses Leopold-Ernst-Gasse 15 1170 Wien
Schönere Zukunft;Leopoldstraße 21/1-5;;Klosterneuburg;3400;;8;Hr., 0676/6019276;WEG Stiege 1-5 Leopoldstraße 21 3400 Klosterneuburg
Slawik;Leopoldstraße 21/16-17;;Klosterneuburg;3400;;8;Fr. Zetterle 16/1, 02243/38528;WEG  Leopoldstraße 21/16-17 3400 Klosterneuburg
proVentus;Lerchenfelder Gürtel 10;;Wien;1070;7;05 11;Langhammer, ;WEG  Lerchenfelder Gürtel 10 1070 Wien
Arealis;Lerchenfelder Gürtel 43;;Wien;1160;16;7;; An die Hausinhabung des Hauses Lerchenfelder Gürtel 43 1160 Wien
Resag Home;Lerchenfelder Gürtel 45;;Wien;1060;6;5;;An die Hausinhabung des Hauses  Lerchenfelder Gürtel 45 1060 Wien
IMV;Lerchenfelder Straße 1-3;;Wien;1070;7;04 10;;LF 1-3 Immobilienentwicklungs- und verwertungs GmbH    
Fanny Holzer;Lerchenfelder Straße 1-3 Hotel;;Wien;1070;7;04 10;;    
Buwog FM;Lerchenfelder Straße 37;;Wien;1070;7;4;;WEG 1070 Wien, Lerchenfelder Straße 37    
Steinbrecher;Lerchenfelderstraße 135-137;;Wien;1070;7;11;;An die Hausinhabung des Hauses  Lerchenfelderstraße 135-137 1070 Wien
Resag Home;Lerchenfelderstraße 138-142/1+2;;Wien;1080;8;7;Nein, ;An die WEG des Hauses  Lerchenfelderstraße 138-142 1080 Wien
Santner;Lerchenfelderstraße 15;;Wien;1070;7;6;; WEG des Hauses Lerchenfelderstraße 15 1070 Wien
Energeia;Lerchenfelderstraße 150-154;;Wien;1080;8;03 09;Nein, ; MEG 1080, Lerchenfelder Str. 150-154   
IS Immobilien;Lerchenfelderstraße 156;;Wien;1080;8;3;; Miteigentümergemeinschaft Lerchenfelderstraße 156 1080 Wien
IMV;Lerchenfelderstraße 46;;Wien;1080;8;4;;Alpila Privatstiftung    
;Lerchenfelderstraße 65;;Wien;1080;8;nz;;Österreichische Beamtenversicherung Versicherungsverein auf Gegenseitigkeit   
brichard;Lerchengasse 22;;Wien;1080;8;nz;;Ereignis-Nr.: 00823/380/2005 Wohnungseigentümergemeinschaft Lerchengasse 22 1080 Wien
;Lerchengasse 34;;Wien;1080;8;nz;; HI des Hauses Lerchengasse 34 1080 Wien
;Lerchengasse 6a;;Wien;1080;8;7;;HI des Hauses  Lerchengasse 6a 1080 Wien
HV Zickler;Lerchengasse 9;;Wien;1080;8;3;Hr. Jovic Weißer Engel, 0699/11525370;An die HI  Lerchengasse 9 1080 Wien
Waldl;Leschetitzkygasse 56;;Wien;1180;18;nz;;    
Hr. Fritz;Liebhartsthalstraße 40;;Wien;1160;16;nz;;    
ONLINE;Liechtensteinstraße 122;;Wien;1090;9;3;;WEG  Liechtensteinstraße 122 1090 Wien
Örag;Liechtensteinstraße 130a;;Wien;1090;9;4;; Dr. Hans - Christian Adler   
Kreissl;Liechtensteinstraße 132;;Wien;1090;9;nz;;HI 1090 Liechtensteinstraße 132 / Augasse 23    
Salzner;Liechtensteinstraße 25;;Wien;1090;9;nz;;HI des Hauses Liechtensteinstraße 25, 1090 Wien   
;Liechtensteinstraße 81;;Wien;1090;9;nz;Ja, ; Melama Beteiligung und Verwaltung GmbH   
Resag Home;Liechtensteinstraße 83;;Wien;1090;9;nz;;HI des Hauses  Liechtensteinstraße 83 1090 Wien
IMV;Lienfeldergasse 25;;Wien;1160;16;6;;WEG 1160 Wien, Lienfeldergasse 25    
IS Immobilien;Lienfeldergasse 29;;Wien;1160;16;6;; MEG 16., Lienfeldergasse 29   
